exchange,market_type,symbol,timestamp_ms,sum_open_interest,sum_open_interest_value
binance,usdm_futures,ETHUSDT,1779253200000,2223503.60500000,4696909227.75424900
binance,usdm_futures,ETHUSDT,1779254100000,2220420.35300000,4714862781.76373000
binance,usdm_futures,ETHUSDT,1779255000000,2222068.72100000,4717785204.99115000
binance,usdm_futures,ETHUSDT,1779255900000,2220642.54600000,4719121567.69651200
binance,usdm_futures,ETHUSDT,1779256800000,2220173.24600000,4717118365.98294300
binance,usdm_futures,ETHUSDT,1779257700000,2220776.01600000,4721480848.81680000
binance,usdm_futures,ETHUSDT,1779258600000,2213617.97300000,4710963855.71643300
binance,usdm_futures,ETHUSDT,1779259500000,2213975.66900000,4716764464.02105000
binance,usdm_futures,ETHUSDT,1779260400000,2209914.28900000,4713725079.29411000
binance,usdm_futures,ETHUSDT,1779261300000,2210336.48000000,4709077663.91040000
binance,usdm_futures,ETHUSDT,1779262200000,2208642.72400000,4712892347.44985400
binance,usdm_futures,ETHUSDT,1779263100000,2207993.70700000,4707223615.39576100
binance,usdm_futures,ETHUSDT,1779264000000,2208820.27600000,4702114515.34604000
binance,usdm_futures,ETHUSDT,1779264900000,2210255.09100000,4706075139.75720000
binance,usdm_futures,ETHUSDT,1779265800000,2211153.54300000,4711658638.63698000
binance,usdm_futures,ETHUSDT,1779266700000,2222610.97100000,4747524739.16846700
binance,usdm_futures,ETHUSDT,1779267600000,2223270.39200000,4737747118.33212800
binance,usdm_futures,ETHUSDT,1779268500000,2223064.31800000,4731823920.11358900
binance,usdm_futures,ETHUSDT,1779269400000,2225110.73200000,4740998882.70168400
binance,usdm_futures,ETHUSDT,1779270300000,2226304.64500000,4742117946.03580000
binance,usdm_futures,ETHUSDT,1779271200000,2226762.40700000,4739797183.69189100
binance,usdm_futures,ETHUSDT,1779272100000,2226565.03800000,4746206480.20759000
binance,usdm_futures,ETHUSDT,1779273000000,2228114.95700000,4751633394.99906000
binance,usdm_futures,ETHUSDT,1779273900000,2234103.97300000,4762350075.08518000
binance,usdm_futures,ETHUSDT,1779274800000,2234596.63900000,4759154537.87664000
binance,usdm_futures,ETHUSDT,1779275700000,2234726.74500000,4756638223.99995000
binance,usdm_futures,ETHUSDT,1779276600000,2236749.16900000,4758102735.74554900
binance,usdm_futures,ETHUSDT,1779277500000,2235377.32100000,4751719217.47649000
binance,usdm_futures,ETHUSDT,1779278400000,2237761.61600000,4760909365.76278300
